id_user,country,area,subareas,degrees,wage_aspiration,currency,current_wage,change_cities,language,years_experience,months_experience,wish_role_name,work_modality,hardskills
640,Colombia,OPERACIONES LOGÍSTICA,"COMPRAS,ABASTECIMIENTO",,12000000.0,COP,,"CALI,MEDELLIN,BARRANQUILLA,CARTAGENA",INGLÉS B2 - INTERMEDIO ALTO,10,,"JEFE DE COMPRAS,DIRECTOR DE ABASTECIMIENTO,DIRECTOR SUPPLY CHAIN,JEFE PLANEACIÓN DE LA DEMANDA,DIRECTOR DE COMPRAS ,SUPPLY CHAIN & PROCUREMENT,DIRECTOR DE PLANEACIÓN Y ABASTECIMIENTO",Indiferente,"CADENA DE COMPRAS,PLANEACIÓN DE LA DEMANDA,MS PROJECT,DATA ANALYSIS,MANEJO DE PRESUPUESTOS,MEJORA DE PROCESOS,PLANEACIÓN ESTRATÉGICA,GESTIÓN DE CADENA DE ABASTECIMIENTO,SAP ARIBA,PROCUREMENT"
641,Colombia,OPERACIONES LOGÍSTICA,"COMPRAS,ABASTECIMIENTO",,4500000.0,COP,,MEDELLIN,INGLÉS A1 - BÁSICO,12,,"COMPRADOR,JEFE DE COMPRAS,ANALISTA DE COMPRAS,ESPECIALISTA DE COMPRAS,COORDINADOR DE COMPRAS",Indiferente,"DESARROLLO DE PROVEEDORES,NEGOCIACIÓN CON PROVEEDORES,ESTRATEGIA,RELACIONES COMERCIALES,MICROSOFT EXCEL,COMPRAS,ERP SAP,GESTIÓN DE CADENA DE ABASTECIMIENTO,ORACLE FUSION,JD EDWARDS"
642,Colombia,OPERACIONES LOGÍSTICA,"COMPRAS,ABASTECIMIENTO",,4500000.0,COP,,BARRANQUILLA,INGLÉS B2 - INTERMEDIO ALTO,14,,"COMPRADOR,GERENTE DE OPERACIONES,LIDER LOGÍSTICO,COORDINADOR DE COMPRAS,ESPECIALISTA SUPPLY CHAIN,COORDINADOR LOGÍSTICO,SUPERVISOR DE COMPRAS",Indiferente,"GESTIÓN DE CADENA DE ABASTECIMIENTO,COMPRAS,METODOLOGÍAS ÁGILES,QUICKBOOKS,CLICKUP,NEGOCIACIÓN CON PROVEEDORES,OPERATIONS PLANNING,ERP SAP,ORACLE,MICROSOFT EXCEL"
643,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,1700000.0,COP,,,INGLÉS B1 - INTERMEDIO,3,,"ASESOR COMERCIAL,EJECUTIVO COMERCIAL,ANALISTA COMERCIAL,REPRESENTANTE DE VENTAS,CONSULTOR COMERCIAL",Tiempo completo,"VENTAS,LIDERAZGO,TRABAJO EN EQUIPO,MICROSOFT EXCEL,B2B,B2C,PROSPECCIÓN,CIERRE DE VENTAS"
644,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,7500000.0,COP,,,INGLÉS C1 - AVANZADO,10,,"E-COMMERCE ,CATEGORY MANAGER, OMNICANAL ,MARKETPLACE,KEY ACCOUNT MANAGER",Indiferente,"GESTIÓN DE PROYECTOS,CONTENIDO DIGITAL,ESTRATEGIA OMNICANAL,DESARROLLO DE CANALES,FIDELIZACIÓN DE CLIENTES,ATENCIÓN AL CLIENTE,ESTRATEGÍAS COMERCIALES,MICROSOFT EXCEL,MARKETING ESTRATEGICO,RELACIONES COMERCIALES"
645,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,6000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,5,5,"ACCOUNT MANAGER ,PROJECT MANAGER",Medio tiempo,"MARKETING DIGITAL,ACCOUNT MANAGEMENT,LIDERAZGO,NEGOCIACIÓN,CONOCIMIENTO DEL CLIENTE,MANEJO DE CLIENTES,PROJECT MANAGEMENT,CLICKUP,TRELLO,FIDELIZACIÓN DE CLIENTES"
646,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,2000000.0,COP,,MEDELLIN,INGLÉS A2 - PRE INTERMEDIO,5,,"EJECUTIVO DE CUENTA,ANALISTA COMERCIAL ,ANALISTA DE MERCADEO,ANALISTA B2B,EJECUTIVO COMERCIAL",Indiferente,"ANÁLISIS DE DATOS,CONOCIMIENTO DEL CLIENTE,NEGOCIACIÓN,ESTRATEGIA DE MARKETING"
647,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,4000000.0,COP,7000000.0,BARRANQUILLA,INGLÉS B1 - INTERMEDIO,10,1,"COORDINADOR DE VENTAS,KAM,KEY ACCOUNT MANAGER,LIDER COMERCIAL",Prácticas Laborales,"MANEJO DE PQR’S,ACCOUNT MANAGEMENT,MANEJO DE EQUIPOS,NEGOCIACIÓN,MANEJO DE CLIENTES,LIDERAZGO,CONOCIMIENTO DEL CLIENTE"
648,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,ADMINISTRACIÓN DE EMPRESAS,9000000.0,COP,6000000.0,,INGLÉS C1 - AVANZADO,15.0,6.0,"COORDINADOR COMERCIAL,DIRECTOR COMERCIAL,COMERCIAL SENIOR, SALES SPECIALIST, GERENTE DE VENTAS",Prácticas Laborales,CROSS SELLING
649,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,7000000.0,COP,,MEDELLIN,INGLÉS A2 - PRE INTERMEDIO,4,5,"KAM,DIRECTORA COMERCIAL,LIDER DE VENTAS,EJECUTIVA COMERCIAL,SUBGERENTE DE VENTAS,SUBGERENTE COMERCIAL",Prácticas Laborales,"MANEJO DE CUENTAS,FIDELIZACION,ACCOUNT MANAGEMENT,MANEJO DE EQUIPOS,NEGOCIACIÓN,LIDERAZGO,SERVICIO AL CLIENTE,ESTRATEGIA DE VENTAS,CONOCIMIENTO DEL CLIENTE,MANEJO DE CLIENTES"
650,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,16000000.0,COP,14000000.0,,INGLÉS B2 - INTERMEDIO ALTO,10,,,Prácticas Laborales,
651,Colombia,VENTAS COMERCIAL,ACCOUNT/CATEGORY MANAGEMENT,,8000000.0,COP,7500000.0,,INGLÉS A2 - PRE INTERMEDIO,15,,,Indiferente,"LIDERAZGO,NEGOCIACIÓN,ANÁLISIS DE DATOS,PLANEACIÓN ESTRATÉGICA,ESTRATEGIA DE MARKETING,MANEJO DE KPI´S,MICROSOFT EXCEL,MANEJO DE PRESUPUESTOS,GESTION DE EQUIPOS"
652,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,5500000.0,COP,4550000.0,"BOGOTA,MEDELLIN,BARRANQUILLA,CARTAGENA",INGLÉS B1 - INTERMEDIO,11,5,"EJECUTIVO DE CUENTA,KEY ACCOUNT MANAGER,EJECUTIVO COMERCIAL SENIOR,LIDER COMERCIAL,KAM",Indiferente,"EXPERIENCIA DE SERVICIOS,PASARELA DE PAGOS,ACCOUNT MANAGEMENT,ANÁLISIS FINANCIERO,VENTA CONSULTIVA,CIERRE DE VENTAS,ESTRATEGÍAS COMERCIALES,PROPUESTAS COMERCIALES,RELACIONES COMERCIALES,CONSULTORÍA"
653,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,4000000.0,COP,,,INGLÉS B1 - INTERMEDIO,29,,"KEY ACCOUNT MANAGER,BUSINESS DEVELOPER,ACCOUNT EXECUTIVE",Medio tiempo,"CONOCIMIENTO DEL CLIENTE,COMERCIAL,GESTION COMERCIAL,RELACIONES COMERCIALES,PROPUESTAS COMERCIALES,MICROSOFT EXCEL,SAP S/4HANA,C4C,ESTUDIO DE MERCADO,APOYO EN MERCADEO"
654,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,13000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,4,,"EJECUTIVO DE CUENTA,ACCOUNT MANAGER ,KAM,PARTNERSHIP LEAD,SALES EXECUTIVE,CUSTOMER SUCCESS MANAGER ,CLIENT EXECUTIVE,SALES CONSULTANT,ACCOUNT EXECUTIVE,GERENTE DE CUENTA",Prácticas Laborales,"ESTRATEGÍAS COMERCIALES,DESARROLLO DE ALIANZAS ESTRATÉGICAS,DESARROLLO DE CANALES,ACCOUNT MANAGEMENT,MICROSOFT EXCEL,PROSPECCIÓN,CRM SOFTWARE,VENTA CONSULTIVA,CIERRE DE VENTAS,NEGOCIACIÓN"
655,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,7000000.0,COP,,MEDELLIN,INGLÉS B2 - INTERMEDIO ALTO,7,,"COORDINADOR COMERCIAL,KEY ACCOUNT MANAGER,LÍDER COMERCIAL,SALES MANAGER,ACCOUNT EXECUTIVE ",Medio tiempo,"MICROSOFT EXCEL,POWER POINT,NEGOCIACIONES B2B,MANEJO DE INDICADORES,TRABAJO EN EQUIPO,ANÁLISIS DE DATOS,POWER BI,B2B,B2C,ESTRATEGÍAS COMERCIALES"
656,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,2500000.0,COP,,MEDELLIN,INGLÉS B1 - INTERMEDIO,10,10,"EJECUTIVO DE CUENTA,ANALISTA DE MARKETING,EJECUTIVO COMERCIAL",Indiferente,"FLEXIBILIDAD,VENTA CONSULTIVA,DIGITAL MARKETING,CIERRE DE VENTAS,PROSPECCIÓN,NEGOCIACIÓN,ESTRATEGIA DE MARKETING,FIDELIZACIÓN DE CLIENTES,GANAS DE APRENDER,ESTRATEGIA DE MARCA"
657,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,8000000.0,COP,,,INGLÉS B1 - INTERMEDIO,8,3,"GERENTE COMERCIAL,GERENCIA DE ESTRATEGIA COMERCIAL,DIRECTORA COMERCIAL",Prácticas Laborales,"ROUTE TO MARKET,MICROSOFT EXCEL,LIDERAZGO,ESTRATEGÍAS COMERCIALES,PRESENTACIONES COMERCIALES,PENSAMIENTO ANALÍTICO,DESARROLLO DE CATEGORÍAS,DESARROLLO DE CANALES"
658,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,4500000.0,COP,3300000.0,,INGLÉS B2 - INTERMEDIO ALTO,1,11,"EJECUTIVA DE NEGOCIOS,EJECUTIVA DE DESARROLLO DE NEGOCIOS,COORDINADOR DE VENTAS,EJECUTIVO DE VENTAS SENIOR,GERENTE DE CUENTAS",Prácticas Laborales,"VENTAS B2B,VENTAS B2C,CIERRE DE VENTAS,VENTA CONSULTIVA,LIDERAZGO,COMUNICACIÓN Y MEDIOS,PROYECTOS DE INNOVACIÓN,CREACIÓN DE CONTENIDOS,ESTRATEGIA DE VENTAS"
659,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,3500000.0,COP,3200000.0,,INGLÉS B1 - INTERMEDIO,5,4,"ANALISTA DE DATOS NEGOCIO,COORDINADOR COMERCIAL,CATEGORY MANAGER,BUSINESS DEVELOPER,LIDER DE MARCA",Prácticas Laborales,"ANÁLISIS DE DATOS,PROYECCION DE VENTAS,ANALISIS DE PRESUPUESTO,MANEJO DE INDICADORES,PLAN DE INCENTIVOS,ANALISIS DE COSTOS,ESTRATEGÍAS COMERCIALES,COORDINACIÓN DE EVENTOS,MICROSOFT EXCEL,NEGOCIACIÓN CON PROVEEDORES"
660,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,3200000.0,COP,,"BOGOTA,MEDELLIN",INGLÉS C2 - EXCELENTE,5,4,"ANALISTA COMERCIAL,KAM,KEY ACCOUNT MANAGER,EJECUTIVO DE CUENTAS CLAVE,DESARROLLO DE NEGOCIOS JUNIOR,BUSINESS DEVELOPMENT",Indiferente,"PERFILAMIENTO DE CLIENTE,EXCEL INTERMEDIO,MANEJO DE CUENTAS CLAVES,COTIZACIONES,FIDELIZACIÓN DE CLIENTES,B2B,PLANEACIÓN ESTRATÉGICA,NEGOCIACIÓN,ANÁLISIS DE DATOS,PROSPECCIÓN"
661,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,4200000.0,COP,,"MANIZALES,BOGOTA,MEDELLIN,BARRANQUILLA",INGLÉS B2 - INTERMEDIO ALTO,,,"JEFE COMERCIAL,JEFE DE NUEVOS NEGOCIOS,JEFE CO-MANUFACTURA,DIRECTOR NUEVOS NEGOCIOS,DIRECTOR DESARROLLO DE MERCADO",Prácticas Laborales,"NEGOCIACIONES B2B,DESARROLLO DE NUEVOS NEGOCIOS,INVESTIGACIÓN DE MERCADOS"
662,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,BUSINESS DEVELOPMENT",,3500000.0,COP,,BOGOTA,INGLÉS C2 - EXCELENTE,1,6,"COMERCIAL ,ESTRATEGIA COMERCIAL,BUSINESS DEVELOPMENT,DESARROLLO DE CLIENTES, DESARROLLO DE NEGOCIOS,SALES STRATEGY,SALES BUSINESS DEVELOPMENT",Indiferente,"COMERCIAL,TRABAJO BAJO PRESIÓN,MICROSOFT EXCEL,MICROSOFT OFFICE,SAP,ESTRATEGIA DE VENTAS,VENTAS,NEGOCIACIÓN CON PROVEEDORES,CRM SOFTWARE,DATA ANALYSIS"
663,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,PROSPECCIÓN",,5000000.0,COP,,,INGLÉS B1 - INTERMEDIO,6,,"KEY ACOUNT MANAGER,EJECUTIVO DE CUENTAS CLAVE",Indiferente,"COMUNICACION CORPORATIVA,ACCOUNT MANAGEMENT,LIDERAZGO,B2B,B2C,MICROSOFT EXCEL,FIDELIZACIÓN DE CLIENTES,NEGOCIACIONES B2B,MANTENIMIENTO DE CUENTAS CLAVE,NEGOCIACIÓN"
664,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,PROSPECCIÓN",,1800000.0,COP,,"BOGOTA,MEDELLIN,BUCARAMANGA,TUNJA",INGLÉS B1 - INTERMEDIO,,,"AUXILIAR COMERCIAL,ANALISTA COMERCIAL ,ASISTENTE COMERCIAL,ASISTENTE SERVICIO AL CLIENTE,AUXILIAR COMERCIAL Y ADMINISTRATIVO",Medio tiempo,"REDACCIÓN Y ORTOGRAFIA,ANÁLISIS DE DATOS,PROSPECCIÓN,CONOCIMIENTO DEL CLIENTE,CRM SOFTWARE,PRESENTACIONES COMERCIALES,LIDERAZGO,BENCHMARKING"
665,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,CUSTOMER SUCCESS/CUSTOMER EXPERIENCE",,7000000.0,COP,,"MEDELLIN,SANTIAGO,CIUDAD DE MEXICO",INGLÉS C1 - AVANZADO,4,,"SALES ANALYST,KEY ACCOUNT MANAGER,BUSINESS DEVELOPMENT REPRESENTATIVE,CUSTOMER SUCCESS MANAGER,SALES MANAGER",Indiferente,"ACCOUNT MANAGEMENT,DATA ANALYSIS,LIDERAZGO,NEGOCIACIÓN,CONOCIMIENTO DEL CLIENTE,MANEJO DE EQUIPOS,MARKET RESEARCH,ESTRATEGÍAS COMERCIALES,BILINGÜE,ORGANIZACIÓN"
666,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,"BOGOTA,IBAGUE",INGLÉS B1 - INTERMEDIO,14,,"KAM,KEY ACCOUNT MANAGER,ACCOUNT EXECUTIVE,CUENTAS CLAVES,BUSINESS DEVELOPMENT",Prácticas Laborales,"B2G,RECAUDO,COBRANZA,B2B,KAM,ACCOUNT MANAGEMENT,DESARROLLO DE NUEVOS NEGOCIOS,B2C,NEGOCIACIÓN,GESTION DE PORTAFOLIOS"
667,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8500000.0,COP,,"MEDELLIN,BOGOTA,CARTAGENA","INGLÉS A2 - PRE INTERMEDIO,ESPAÑOL C2 - EXCELENTE",9,,"DESARROLLADOR DE NEGOCIO,GERENTE COMERCIAL,DIRECTOR DE VENTAS ,GESTOR DE CUENTA ,KAM,JEFE DE VENTAS ",Prácticas Laborales,"KAM,MANEJO DE EQUIPOS,CONOCIMIENTO DEL CLIENTE,DESARROLLO DE NUEVOS NEGOCIOS,MANEJO DE KPI´S,GESTION COMERCIAL,ESTRATEGÍAS COMERCIALES,DIRECCIÓN DE VENTAS,SERVICIO AL CLIENTE,NEGOCIACIÓN CON PROVEEDORES"
668,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,4500000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,6,,"EJECUTIVO DE CUENTA,COORDINADOR COMERCIAL,KEY ACCOUNT MANAGER,KAM,COMMERCIAL LEAD",Indiferente,"DATA ANALYSIS,MARKET RESEARCH,ESTRATEGIA DE MARKETING,ANÁLISIS DE DATOS,LEAD GENERATION,GESTION COMERCIAL,MANEJO DE PRESUPUESTOS,ANALISIS DE DATOS,MARKETING DIGITAL,ADVERTISING"
669,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,MEDELLIN,INGLÉS B1 - INTERMEDIO,7,,"EJECUTIVO DE CUENTA,REPRESENTANTE COMERCIAL,KAM,KEY ACCOUNT MANAGER,LIDER COMERCIAL",Indiferente,"MANEJO DE CLIENTES,ACCOUNT MANAGEMENT,NEGOCIACIÓN,CRM SOFTWARE,B2B"
670,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,,INGLÉS B1 - INTERMEDIO,5,,,Medio tiempo,"ACCOUNT MANAGEMENT,LIDERAZGO,NEGOCIACIÓN,CONOCIMIENTO DEL CLIENTE,MANEJO DE CLIENTES,VENTA CONSULTIVA,B2B,PROSPECCION,VENTA PERSUASIVA"
671,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,PEREIRA,INGLÉS B1 - INTERMEDIO,4,,"ANALISTA DE PLANEACION FINANCIERA,EJECUTIVO DE CUENTA,GERENTE DE NEGOCIO,EXPERIENCIA B2B Y B2C,KEY ACCOUNT MANAGER ",Tiempo completo,"ACCOUNT MANAGEMENT,LIDERAZGO,NEGOCIACIÓN,MANEJO DE CLIENTES,CONOCIMIENTO DEL CLIENTE,DATA ANALYSIS,B2B,B2C,MANEJO DE EQUIPOS,MARKET RESEARCH"
672,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,5000000.0,COP,4500000.0,"CALI,BARRANQUILLA,MEDELLIN,BUCARAMANGA",INGLÉS B1 - INTERMEDIO,10,4,"DIRECTOR COMERCIAL,COORDINADOR COMERCIAL,KAM SENIOR,EJECUTIVO COMERCIAL SENIOR,LÍDER COMERCIAL",Indiferente,"LIDERAZGO,ACCOUNT MANAGEMENT,DATA ANALYSIS,BRAND MANAGER,MANEJO DE EQUIPOS,NEGOCIACIÓN,MANEJO DE CLIENTES,CONOCIMIENTO DEL CLIENTE,DESARROLLO DE CATEGORÍAS"
673,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,"MEDELLIN,BARRANQUILLA,SANTA MARTA",INGLÉS B2 - INTERMEDIO ALTO,6,0,"DIRECTOR COMERCIAL,EJECUTIVO DE CUENTA,KAM,LIDER COMERCIAL",Indiferente,"PRESUPUESTO,ROTACION DE INVENTARIO,NEGOCIACIONES B2B,MANEJO DE PRESUPUESTOS,MANEJO DE EQUIPOS,ACCOUNT MANAGEMENT,DESARROLLO DE CATEGORÍAS,IMPLEMENTACIÓN DE CAMPAÑA,ANÁLISIS FINANCIERO,CARTERA"
674,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,7000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,7,,"EJECUTIVO DE CUENTA,KEY ACCOUNT MANAGER,LÍDER COMERCIAL,KAM,EJECUTIVO B2B",Indiferente,"CIERRE DE VENTAS,NEGOCIACIONES B2B,ESTRATEGIA DE MARKETING,GERENCIA MERCADEO,RELACIONES COMERCIALES,DESARROLLO DE CANALES,MARKETING ESTRATEGICO,ESTRATEGIA DE VENTAS,REPORTE DE VENTAS,VENTAS B2B"
675,Colombia,VENTAS COMERCIAL,"ACCOUNT/CATEGORY MANAGEMENT,GERENCIA VENTAS/COMERCIAL ",,4000000.0,COP,,BUCARAMANGA,INGLÉS A1 - BÁSICO,15,,"SUPERVISOR DE VENTAS,LÍDER DE VENTAS,TRADE MARKETING,COORDINADOR DE CANAL MODERNO,LIDER DE VENTAS ",Indiferente,"GARANTIZAR ESTRATEGIAS COMERCIALES MEDIANTE SEGUIMIENTO DE KPIS.,IMPLEMENTACION DE ESTRATEGIAS COMERCIALES,LIDERAZGO DE EQUIPOS DE TRABAJO ENFOCADO A LOS RESULTADOS ,RELACIONAMIENTO CON LOS CLIENTES CON EL OBJETIVO DE APOYAR SUS NEGOCIOS,ACCOUNT MANAGEMENT,SAP,SALESFORCE"
676,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,7000000.0,COP,,,INGLÉS A1 - BÁSICO,12,,"GERENTE COMERCIAL,COORDINADOR COMERCIAL,LÍDER COMERCIAL,JEFE COMERCIAL,KEY ACCOUNT MANAGER",Prácticas Laborales,"MEGABASE,CRM  ,PROSPECCIÓN,B2B,B2C,FIDELIZACIÓN DE CLIENTES,VENTA CONSULTIVA"
677,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,6500000.0,COP,5500000.0,,INGLÉS C1 - AVANZADO,9,,"DIRECTOR COMERCIAL,GERENTE COMERCIAL,COORDINADOR COMERCIAL,LÍDER COMERCIAL,KAM",Prácticas Laborales,"SOLUCIÓN DE PROBLEMAS,SATISFACCIÓN DEL CLIENTE,LIDERAZGO,PROPUESTAS COMERCIALES,PROSPECCIÓN,MICROSOFT EXCEL,SALESFORCE,CRM  "
678,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,5000000.0,COP,,"MEDELLIN,TULUA",INGLÉS C1 - AVANZADO,5,,"GERENTE COMERCIAL,ASESOR COMERCIAL,GERENTE DE MARKETING,EJECUTIVO DE CUENTA,EJECUTIVO COMERCIAL,SALES EXECUTIVE,ASISTENTE COMERCIAL,BUSINESS DEVELOPER,LÍDER COMERCIAL",Prácticas Laborales,"ADMINISTRACIÓN DE EMPRESAS,VENTAS,CIERRE DE VENTAS,GERENCIA MERCADEO,ESTRATEGIA DE VENTAS,PROYECCION DE VENTAS,REPORTE DE VENTAS,DIRECCIÓN DE VENTAS"
679,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,7000000.0,COP,,,INGLÉS A1 - BÁSICO,9,,"LIDER COMERCIAL,KEY ACCOUNT MANAGER,DIRECTORA COMERCIAL",Prácticas Laborales,"CUMPLIMIENTO DE PRESUPUESTOS,COMERCIAL,RETAIL,ESTRATEGIA DE VENTAS,LIDERAZGO,VENTAS B2B,VENTAS B2C,CONOCIMIENTO DEL CLIENTE,PRESENTACIONES COMERCIALES,FIDELIZACIÓN DE CLIENTES"
680,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,2500000.0,COP,,BOGOTA,INGLÉS C1 - AVANZADO,,,ANALISTA COMERCIAL,Indiferente,"KPIS,SALESFORCE,CRM  ,ANÁLISIS DE DATOS,MICROSOFT EXCEL"
681,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,6000000.0,COP,,,INGLÉS B1 - INTERMEDIO,8,9,"COORDINADOR COMERCIAL,SALES MANAGER,LÍDER COMERCIAL,ACCOUNT EXECUTIVE ,JEFE DE VENTAS",Prácticas Laborales,"LIDERAZGO,MANAGEMENT,ANÁLISIS DE DATOS,BENCHMARKING,MANEJO DE PRESUPUESTOS,ESTRATEGÍAS COMERCIALES,PENSAMIENTO ESTRATÉGICO,ESTRATEGIA DE NEGOCIO,GESTION DE EQUIPOS,MANEJO DE INDICADORES"
682,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,4500000.0,COP,,,"INGLÉS C1 - AVANZADO,PORTUGUÉS A1 - BÁSICO",4,,"COMPRADOR,COORDINADOR COMERCIAL,EJECUTIVO DE CUENTA,KEY ACCOUNT MANAGER,ANALISTA COMERCIAL SENIOR",Medio tiempo,"CONSUMO MASIVO,B2B,NEGOCIACIÓN,COMMUNICATION,MICROSOFT EXCEL,MICROSOFT OFFICE,ORACLE,POWER BI,PROBLEM SOLVING"
683,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,6000000.0,COP,,"BOGOTA,MEDELLIN,ARMENIA,PEREIRA,POPAYAN",INGLÉS B1 - INTERMEDIO,15,,"DIRECTOR COMERCIAL,GERENTE COMERCIAL,DIRECTOR DE VENTAS ,GERENTE VENTAS,GERENTE DE PRODUCTO,DIRECTOR DE PRODUCTO,GERENTE REGIONAL COMERCIAL,DIRECTOR REGIONAL COMERCIAL,DIRECTOR DE DESARROLLO COMERCIAL,GERENTE DE DESARROLLO COMERCIAL",Indiferente,"ESTRATEGIA DE VENTAS,VENTA CONSULTIVA,CIERRE DE VENTAS,MANEJO DE KPI´S,LIDERAZGO,MANEJO DE PRESUPUESTOS,ESTRATEGIA DE MERCADEO,CAPACITACIÓN FUERZA DE VENTAS,FIDELIZACIÓN DE CLIENTES,SERVICIO AL CLIENTE"
684,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,10000000.0,COP,,,INGLÉS C2 - EXCELENTE,13,,"GERENTE COMERCIAL,JEFE COMERCIAL,HEAD OF SALES,KEY ACCOUNT MANAGER",Indiferente,"CREATIVIDAD,RESOLUCION DE PROBLEMAS,RESILIENCIA,LIDERAZGO,SAP,SALESFORCE,INICIATIVA,BUSINESS INTELLIGENCE,INTERPRETACIÓN DE ANÁLISIS"
685,Colombia,VENTAS COMERCIAL,GERENCIA VENTAS/COMERCIAL,,10000000.0,COP,,"MEDELLIN,CALI,BARRANQUILLA,CARTAGENA,CIUDAD DE MEXICO",INGLÉS A2 - PRE INTERMEDIO,10,,"DIRECTOR COMERCIAL,GERENTE COMERCIAL,HEAD OF SALES,GERENTE DE VENTAS,GERENTE DE DESARROLLO DE NEGOCIOS",Indiferente,"NEGOCIACIONES B2B,B2B,MANEJO DE KPI´S,PROPUESTAS COMERCIALES,ENTENDIMIENTO DE MODELOS DE NEGOCIO,LIDERAZGO,GESTION DE PRODUCTOS,DESARROLLO DE NUEVOS NEGOCIOS,INVESTIGACIÓN DE MERCADOS"
